Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,total_hours,minimum_hours,maximum_hours,mean_hours,std_min,absences,absences_pct,of_absence,total_absences,Expected_time_vs_real_time,Expected_vacations_time_vs_real_time,cl
38.0,No,Travel_Rarely,Research & Development,19.0,Bachelor,Life Sciences,1,1159,Female,2,Sales Executive,Married,68930.0,0.0,Y,17.0,8.0,0,16.0,3.0,15.0,5.0,8.0,4.0,2.0,3.0,3,3,1848.0,6.854444444444446,8.687222222222221,7.9044444444444455,18.3,14.0,0.056224899598393566,12.0,26.0,0.927710843373494,0.9829787234042552,1
31.0,No,Travel_Rarely,Research & Development,10.0,Master,Medical,1,1160,Female,3,Sales Executive,Married,61250.0,0.0,Y,13.0,8.0,1,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3,3,1632.0,6.4863888888888885,7.878333333333333,7.1805555555555545,17.033333333333335,19.0,0.07630522088353414,12.0,31.0,0.8192771084337349,0.8869565217391304,1
38.0,No,Travel_Frequently,Research & Development,1.0,Master,Other,1,1161,Male,2,Research Scientist,Married,36690.0,2.0,Y,19.0,8.0,0,10.0,2.0,8.0,7.0,7.0,1.0,3.0,3.0,3,3,1560.0,5.781666666666666,7.360833333333333,6.509444444444443,17.933333333333334,7.0,0.028112449799196783,12.0,19.0,0.7831325301204819,0.8057851239669421,2
42.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Medical,1,1162,Male,2,Laboratory Technician,Divorced,100080.0,6.0,Y,19.0,8.0,1,9.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,1,3,2376.0,9.037777777777778,10.594444444444443,9.767777777777775,17.616666666666667,5.0,0.02008032128514056,12.0,17.0,1.1927710843373494,1.2172131147540983,0
41.0,No,Travel_Rarely,Sales,2.0,College,Medical,1,1163,Male,1,Healthcare Representative,Married,23870.0,3.0,Y,17.0,8.0,1,12.0,1.0,5.0,1.0,0.0,4.0,4.0,3.0,1,3,1800.0,6.853888888888888,8.51361111111111,7.698611111111112,17.566666666666666,15.0,0.060240963855421686,12.0,27.0,0.9036144578313252,0.9615384615384616,0
47.0,No,Non-Travel,Research & Development,21.0,College,Medical,1,1164,Male,1,Sales Executive,Married,46390.0,0.0,Y,11.0,8.0,1,14.0,2.0,13.0,5.0,12.0,3.0,2.0,1.0,2,3,1728.0,6.399444444444446,8.009444444444442,7.2280555555555575,19.366666666666667,7.0,0.028112449799196783,12.0,19.0,0.8674698795180723,0.8925619834710744,1
35.0,No,Travel_Rarely,Research & Development,4.0,Bachelor,Life Sciences,1,1165,Male,2,Healthcare Representative,Married,78980.0,7.0,Y,15.0,8.0,0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2,3,2448.0,9.613055555555556,11.189722222222226,10.398611111111109,18.7,13.0,0.052208835341365466,12.0,25.0,1.2289156626506024,1.2966101694915255,0
22.0,No,Travel_Rarely,Human Resources,12.0,Below,Other,1,1166,Male,2,Sales Executive,Single,25340.0,0.0,Y,11.0,8.0,0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,3,3,1440.0,5.566388888888889,7.229722222222222,6.4,18.25,21.0,0.08433734939759037,12.0,33.0,0.7228915662650602,0.7894736842105263,1
35.0,No,Travel_Rarely,Research & Development,9.0,Bachelor,Medical,1,1167,Female,2,Sales Executive,Single,131420.0,1.0,Y,25.0,8.0,2,10.0,4.0,10.0,0.0,8.0,2.0,3.0,3.0,3,4,1920.0,7.168055555555554,8.914722222222222,8.004722222222222,18.216666666666665,8.0,0.0321285140562249,12.0,20.0,0.9638554216867471,0.995850622406639,1
33.0,No,Travel_Rarely,Sales,3.0,Master,Medical,1,1168,Male,3,Healthcare Representative,Married,16110.0,0.0,Y,14.0,8.0,0,10.0,2.0,9.0,8.0,1.0,2.0,4.0,3.0,2,3,2184.0,8.445833333333333,9.779444444444444,9.103611111111109,16.366666666666667,8.0,0.0321285140562249,12.0,20.0,1.0963855421686748,1.1327800829875518,1
32.0,No,Travel_Rarely,Research & Development,3.0,College,Technical Degree,1,1169,Male,3,Manufacturing Director,Single,53630.0,1.0,Y,13.0,8.0,0,6.0,4.0,6.0,4.0,1.0,3.0,2.0,3.0,3,3,1704.0,6.191111111111112,7.957777777777778,6.9863888888888885,18.766666666666666,5.0,0.02008032128514056,12.0,17.0,0.8554216867469879,0.8729508196721312,1
40.0,No,Travel_Rarely,Research & Development,1.0,Master,Medical,1,1170,Male,2,Research Director,Married,50710.0,8.0,Y,17.0,8.0,1,8.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,2,3,1392.0,5.378055555555554,6.873611111111112,6.164722222222222,17.266666666666666,21.0,0.08433734939759037,12.0,33.0,0.6987951807228916,0.7631578947368421,2
32.0,No,Travel_Rarely,Research & Development,1.0,College,Medical,1,1171,Male,3,Sales Executive,Married,136950.0,0.0,Y,13.0,8.0,0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3,3,1416.0,5.2602777777777785,6.9094444444444445,6.009722222222222,16.616666666666667,12.0,0.04819277108433735,12.0,24.0,0.7108433734939759,0.7468354430379747,1
39.0,No,Travel_Rarely,Research & Development,4.0,Master,Life Sciences,1,1172,Male,1,Sales Executive,Single,134020.0,7.0,Y,14.0,8.0,1,18.0,1.0,7.0,1.0,7.0,1.0,4.0,3.0,3,3,1848.0,7.256388888888888,8.884166666666667,8.018055555555557,17.216666666666665,16.0,0.0642570281124498,12.0,28.0,0.927710843373494,0.9914163090128756,3
38.0,No,Travel_Rarely,Sales,20.0,Master,Medical,1,1173,Female,2,Research Director,Married,20290.0,3.0,Y,11.0,8.0,1,20.0,3.0,18.0,1.0,11.0,2.0,3.0,3.0,2,3,1824.0,7.241111111111111,8.813611111111111,8.000833333333333,17.366666666666667,19.0,0.07630522088353414,12.0,31.0,0.9156626506024096,0.991304347826087,3
32.0,No,Travel_Rarely,Research & Development,18.0,Bachelor,Life Sciences,1,1174,Male,2,Manager,Married,63770.0,1.0,Y,12.0,8.0,2,14.0,3.0,14.0,5.0,7.0,3.0,4.0,3.0,3,3,1848.0,7.128888888888889,8.578611111111114,7.898055555555557,16.716666666666665,14.0,0.056224899598393566,12.0,26.0,0.927710843373494,0.9829787234042552,1
37.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,1,1175,Female,4,Sales Executive,Married,54290.0,1.0,Y,17.0,8.0,1,16.0,3.0,16.0,6.0,8.0,3.0,4.0,3.0,3,3,2256.0,8.388333333333334,10.376111111111113,9.385833333333334,18.066666666666666,8.0,0.0321285140562249,12.0,20.0,1.1325301204819278,1.1701244813278011,1
25.0,No,Travel_Rarely,Research & Development,2.0,Master,Medical,1,1176,Female,2,Manufacturing Director,Divorced,27850.0,0.0,Y,21.0,8.0,0,6.0,2.0,5.0,0.0,4.0,1.0,3.0,2.0,3,4,1920.0,7.113888888888888,8.787222222222223,7.971388888888888,18.183333333333334,6.0,0.024096385542168683,12.0,18.0,0.9638554216867471,0.9876543209876544,1
52.0,No,Non-Travel,Research & Development,2.0,Master,Other,1,1177,Male,1,Manager,Divorced,46140.0,2.0,Y,16.0,8.0,1,16.0,3.0,9.0,0.0,0.0,1.0,4.0,2.0,3,3,1656.0,5.995555555555557,7.6544444444444455,6.804444444444443,18.08333333333333,5.0,0.02008032128514056,12.0,17.0,0.8313253012048193,0.8483606557377049,3
44.0,No,Travel_Rarely,Research & Development,8.0,Below,Life Sciences,1,1178,Female,1,Sales Representative,Single,26100.0,6.0,Y,15.0,8.0,0,6.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,3,3,2496.0,9.786388888888887,11.586111111111109,10.805277777777777,19.25,17.0,0.06827309236947791,12.0,29.0,1.2530120481927711,1.3448275862068966,0
21.0,No,Travel_Rarely,Sales,10.0,Doctor,Medical,1,1179,Male,3,Research Scientist,Single,66870.0,1.0,Y,19.0,8.0,3,2.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,3,3,1944.0,7.487222222222222,9.025277777777776,8.159444444444443,18.933333333333334,10.0,0.04016064257028112,12.0,22.0,0.9759036144578314,1.0167364016736402,1
39.0,No,Non-Travel,Research & Development,3.0,Master,Life Sciences,1,1180,Female,2,Research Director,Single,47240.0,2.0,Y,12.0,8.0,1,21.0,4.0,6.0,1.0,3.0,4.0,4.0,2.0,4,3,1536.0,5.511111111111112,7.110555555555557,6.306111111111112,18.216666666666665,5.0,0.02008032128514056,12.0,17.0,0.7710843373493976,0.7868852459016393,0
23.0,Yes,Travel_Frequently,Research & Development,2.0,Master,Life Sciences,1,1181,Female,2,Manufacturing Director,Married,61790.0,1.0,Y,11.0,8.0,0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,3,3,1824.0,7.146388888888889,8.880277777777778,8.025277777777777,18.516666666666666,21.0,0.08433734939759037,12.0,33.0,0.9156626506024096,1.0,1
36.0,No,Travel_Rarely,Research & Development,24.0,Bachelor,Life Sciences,1,1182,Female,2,Laboratory Technician,Married,61200.0,0.0,Y,19.0,8.0,0,10.0,2.0,9.0,3.0,4.0,1.0,4.0,3.0,3,3,1872.0,6.967222222222222,8.545555555555557,7.792222222222222,18.066666666666666,6.0,0.024096385542168683,12.0,18.0,0.9397590361445785,0.9629629629629628,1
36.0,No,Travel_Frequently,Research & Development,16.0,Below,Medical,1,1183,Male,2,Sales Executive,Divorced,105960.0,7.0,Y,15.0,8.0,0,18.0,3.0,4.0,0.0,2.0,4.0,2.0,3.0,2,3,1848.0,6.904722222222222,8.488611111111112,7.843888888888888,17.65,13.0,0.052208835341365466,12.0,25.0,0.927710843373494,0.9788135593220338,0
56.0,No,Non-Travel,Research & Development,8.0,Below,Life Sciences,1,1184,Male,1,Sales Executive,Divorced,54670.0,1.0,Y,20.0,8.0,0,13.0,6.0,13.0,1.0,9.0,3.0,3.0,2.0,2,4,1512.0,5.810555555555554,7.584166666666666,6.592777777777778,19.7,18.0,0.07228915662650602,12.0,30.0,0.7590361445783133,0.8181818181818182,1
29.0,Yes,Travel_Rarely,Research & Development,9.0,Master,Medical,1,1185,Male,2,Sales Representative,Married,29960.0,9.0,Y,25.0,8.0,0,4.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,3,4,2688.0,10.006111111111109,11.673055555555555,10.903333333333334,19.15,2.0,0.008032128514056224,12.0,14.0,1.3493975903614457,1.360323886639676,0
42.0,No,Travel_Rarely,Research & Development,17.0,Below,Life Sciences,1,1186,Male,3,Research Scientist,Married,99980.0,5.0,Y,24.0,8.0,2,24.0,3.0,22.0,4.0,14.0,1.0,3.0,2.0,2,4,1800.0,6.725555555555554,8.185555555555556,7.398611111111111,18.216666666666665,5.0,0.02008032128514056,12.0,17.0,0.9036144578313252,0.9221311475409836,3
56.0,Yes,Travel_Rarely,Sales,10.0,Master,Other,1,1187,Male,2,Sales Executive,Married,40780.0,8.0,Y,24.0,8.0,1,14.0,3.0,10.0,9.0,8.0,4.0,3.0,1.0,3,4,1560.0,5.969444444444443,7.628611111111112,6.820555555555557,18.416666666666668,18.0,0.07228915662650602,12.0,30.0,0.7831325301204819,0.8441558441558441,3
41.0,No,Travel_Rarely,Research & Development,13.0,Master,Life Sciences,1,1188,Female,1,Healthcare Representative,Married,109200.0,0.0,Y,15.0,8.0,1,21.0,3.0,20.0,0.0,10.0,1.0,2.0,3.0,4,3,1824.0,7.075,8.768333333333333,7.8,18.33333333333333,14.0,0.056224899598393566,12.0,26.0,0.9156626506024096,0.9702127659574468,1
34.0,No,Travel_Rarely,Sales,1.0,Bachelor,Medical,1,1189,Female,1,Laboratory Technician,Married,62320.0,1.0,Y,13.0,8.0,1,8.0,3.0,8.0,1.0,7.0,4.0,3.0,3.0,3,3,1680.0,6.685277777777778,8.106388888888889,7.383611111111112,17.6,19.0,0.07630522088353414,12.0,31.0,0.8433734939759037,0.9130434782608696,1
36.0,No,Non-Travel,Sales,1.0,Below,Medical,1,1190,Female,1,Human Resources,Divorced,132470.0,1.0,Y,14.0,8.0,0,15.0,3.0,15.0,11.0,11.0,4.0,4.0,2.0,3,3,1752.0,6.9433333333333325,8.393611111111111,7.675277777777778,16.483333333333334,20.0,0.08032128514056225,12.0,32.0,0.8795180722891566,0.9563318777292577,1
41.0,No,Travel_Rarely,Research & Development,1.0,Doctor,Medical,1,1191,Male,1,Healthcare Representative,Divorced,40810.0,2.0,Y,13.0,8.0,0,14.0,3.0,5.0,0.0,4.0,3.0,2.0,3.0,3,3,1680.0,6.301111111111112,8.042222222222222,7.091666666666668,17.316666666666666,9.0,0.03614457831325301,12.0,21.0,0.8433734939759037,0.875,2
32.0,No,Travel_Rarely,Sales,9.0,Master,Life Sciences,1,1192,Female,2,Research Scientist,Single,57690.0,1.0,Y,11.0,8.0,0,4.0,3.0,4.0,1.0,2.0,4.0,1.0,3.0,3,3,1560.0,6.013333333333334,7.551388888888888,6.725,17.933333333333334,14.0,0.056224899598393566,12.0,26.0,0.7831325301204819,0.8297872340425532,1
35.0,No,Travel_Rarely,Research & Development,16.0,Bachelor,Medical,1,1193,Female,2,Healthcare Representative,Single,23940.0,1.0,Y,16.0,8.0,1,9.0,3.0,9.0,1.0,7.0,3.0,4.0,3.0,3,3,2448.0,9.508333333333333,11.256944444444445,10.505,17.483333333333334,14.0,0.056224899598393566,12.0,26.0,1.2289156626506024,1.3021276595744682,1
38.0,No,Travel_Rarely,Research & Development,23.0,Bachelor,Medical,1,1194,Male,3,Sales Representative,Married,39040.0,1.0,Y,22.0,8.0,0,10.0,3.0,10.0,1.0,9.0,1.0,4.0,3.0,2,4,1656.0,6.044444444444443,7.887777777777778,6.905833333333334,19.266666666666666,8.0,0.0321285140562249,12.0,20.0,0.8313253012048193,0.8589211618257261,1
50.0,Yes,Travel_Frequently,Sales,4.0,College,Life Sciences,1,1195,Female,2,Laboratory Technician,Divorced,167990.0,7.0,Y,14.0,8.0,1,12.0,2.0,6.0,0.0,1.0,2.0,3.0,3.0,2,3,1680.0,6.366388888888888,8.191666666666666,7.208888888888889,17.933333333333334,15.0,0.060240963855421686,12.0,27.0,0.8433734939759037,0.8974358974358975,3
36.0,No,Travel_Rarely,Research & Development,22.0,Master,Life Sciences,1,1196,Male,1,Healthcare Representative,Married,29500.0,4.0,Y,14.0,8.0,0,8.0,1.0,6.0,0.0,0.0,2.0,4.0,2.0,2,3,1464.0,5.384444444444443,7.02,6.277222222222222,17.583333333333332,15.0,0.060240963855421686,12.0,27.0,0.7349397590361446,0.7820512820512819,0
45.0,No,Travel_Rarely,Sales,24.0,Bachelor,Life Sciences,1,1197,Male,1,Laboratory Technician,Single,36290.0,8.0,Y,16.0,8.0,1,8.0,2.0,5.0,0.0,1.0,4.0,3.0,3.0,4,3,1368.0,5.376111111111111,6.9238888888888885,6.076388888888888,17.416666666666668,20.0,0.08032128514056225,12.0,32.0,0.6867469879518072,0.7467248908296943,2
40.0,No,Travel_Rarely,Sales,10.0,Master,Life Sciences,1,1198,Male,1,Research Scientist,Single,93620.0,2.0,Y,11.0,8.0,1,8.0,6.0,2.0,2.0,2.0,3.0,3.0,3.0,3,3,1464.0,5.484444444444446,6.979166666666668,6.211666666666668,17.566666666666666,13.0,0.052208835341365466,12.0,25.0,0.7349397590361446,0.7754237288135594,2
35.0,No,Travel_Frequently,Sales,7.0,College,Life Sciences,1,1199,Male,2,Manufacturing Director,Married,32290.0,1.0,Y,25.0,8.0,0,10.0,2.0,10.0,0.0,2.0,3.0,3.0,4.0,2,4,1944.0,7.538333333333332,9.308611111111109,8.430555555555555,19.266666666666666,16.0,0.0642570281124498,12.0,28.0,0.9759036144578314,1.0429184549356223,1
40.0,No,Travel_Rarely,Research & Development,17.0,Master,Life Sciences,1,1200,Male,1,Manager,Married,35780.0,2.0,Y,14.0,8.0,1,20.0,2.0,5.0,0.0,2.0,3.0,3.0,3.0,3,3,1752.0,6.6475,8.239444444444445,7.484166666666668,18.9,14.0,0.056224899598393566,12.0,26.0,0.8795180722891566,0.9319148936170212,0
35.0,No,Travel_Rarely,Human Resources,14.0,Below,Life Sciences,1,1201,Male,2,Research Scientist,Married,79880.0,1.0,Y,18.0,8.0,0,4.0,3.0,4.0,1.0,1.0,3.0,4.0,3.0,3,3,1632.0,6.208333333333332,7.763333333333334,6.895833333333332,19.216666666666665,11.0,0.04417670682730924,12.0,23.0,0.8192771084337349,0.8571428571428571,1
29.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,1,1202,Male,3,Sales Executive,Married,42840.0,4.0,Y,11.0,8.0,0,10.0,5.0,4.0,0.0,3.0,4.0,2.0,3.0,2,3,2352.0,9.020555555555557,10.625,9.817777777777778,15.566666666666665,7.0,0.028112449799196783,12.0,19.0,1.1807228915662649,1.2148760330578512,0
29.0,No,Travel_Rarely,Research & Development,5.0,Bachelor,Medical,1,1203,Male,2,Sales Representative,Single,75530.0,1.0,Y,19.0,8.0,0,5.0,3.0,5.0,0.0,4.0,4.0,1.0,1.0,3,3,1464.0,5.2683333333333335,6.765833333333332,6.083888888888889,16.466666666666665,7.0,0.028112449799196783,12.0,19.0,0.7349397590361446,0.756198347107438,1
50.0,Yes,Travel_Rarely,Research & Development,17.0,Bachelor,Medical,1,1204,Male,1,Research Scientist,Divorced,173280.0,4.0,Y,15.0,8.0,2,20.0,1.0,3.0,2.0,0.0,4.0,1.0,3.0,3,3,2304.0,8.411111111111111,10.510833333333334,9.616111111111113,17.716666666666665,7.0,0.028112449799196783,12.0,19.0,1.1566265060240963,1.1900826446280992,3
39.0,No,Travel_Rarely,Sales,25.0,Bachelor,Medical,1,1205,Male,2,Sales Executive,Married,197010.0,0.0,Y,11.0,8.0,0,21.0,3.0,20.0,9.0,6.0,2.0,4.0,2.0,4,3,1752.0,6.671666666666668,8.272777777777778,7.508888888888888,17.866666666666667,14.0,0.056224899598393566,12.0,26.0,0.8795180722891566,0.9319148936170212,1
31.0,No,Non-Travel,Research & Development,8.0,Master,Life Sciences,1,1206,Female,4,Sales Executive,Single,147320.0,0.0,Y,12.0,8.0,0,10.0,3.0,9.0,1.0,7.0,2.0,1.0,3.0,3,3,1704.0,6.473888888888888,8.124722222222221,7.308333333333334,17.533333333333335,14.0,0.056224899598393566,12.0,26.0,0.8554216867469879,0.9063829787234042,1
26.0,No,Travel_Rarely,Research & Development,11.0,Master,Medical,1,1207,Male,2,Manager,Single,92780.0,0.0,Y,20.0,8.0,0,5.0,3.0,4.0,0.0,0.0,4.0,3.0,3.0,3,4,1776.0,6.541944444444446,8.396666666666668,7.500555555555557,18.466666666666665,10.0,0.04016064257028112,12.0,22.0,0.891566265060241,0.9288702928870292,1
36.0,No,Travel_Frequently,Research & Development,5.0,Below,Technical Degree,1,1208,Male,1,Sales Executive,Married,13590.0,4.0,Y,12.0,8.0,0,17.0,2.0,5.0,0.0,3.0,3.0,4.0,3.0,3,3,1824.0,6.8983333333333325,8.772222222222222,7.694166666666668,18.466666666666665,9.0,0.03614457831325301,12.0,21.0,0.9156626506024096,0.95,0
39.0,No,Travel_Rarely,Research & Development,2.0,Below,Medical,1,1209,Female,1,Research Scientist,Married,47790.0,4.0,Y,14.0,8.0,2,9.0,3.0,7.0,1.0,7.0,4.0,1.0,3.0,3,3,1416.0,5.228055555555557,6.894444444444446,6.046666666666668,19.1,13.0,0.052208835341365466,12.0,25.0,0.7108433734939759,0.75,2
27.0,No,Travel_Rarely,Research & Development,8.0,College,Medical,1,1210,Male,1,Laboratory Technician,Married,164220.0,1.0,Y,20.0,8.0,1,6.0,3.0,6.0,0.0,3.0,2.0,2.0,3.0,3,4,2112.0,8.516388888888889,10.19,9.286388888888887,18.4,20.0,0.08032128514056225,12.0,32.0,1.0602409638554218,1.1528384279475985,1
49.0,No,Travel_Frequently,Research & Development,6.0,Below,Medical,1,1211,Male,3,Healthcare Representative,Married,29960.0,2.0,Y,18.0,8.0,1,17.0,2.0,9.0,0.0,8.0,4.0,2.0,2.0,2,3,1488.0,5.363333333333333,7.250555555555557,6.395833333333332,16.933333333333334,13.0,0.052208835341365466,12.0,25.0,0.7469879518072289,0.7881355932203391,2
34.0,No,Travel_Rarely,Sales,4.0,Bachelor,Medical,1,1212,Female,1,Sales Executive,Married,12610.0,2.0,Y,14.0,8.0,1,6.0,6.0,4.0,1.0,2.0,2.0,3.0,4.0,3,3,1464.0,5.807222222222222,7.418333333333332,6.460277777777778,18.116666666666667,20.0,0.08032128514056225,12.0,32.0,0.7349397590361446,0.7991266375545851,2
41.0,Yes,Travel_Rarely,Research & Development,7.0,College,Life Sciences,1,1213,Female,1,Research Scientist,Single,20990.0,8.0,Y,12.0,8.0,1,8.0,2.0,6.0,0.0,5.0,2.0,4.0,1.0,3,3,1992.0,7.938055555555557,9.576388888888891,8.626388888888886,18.15,17.0,0.06827309236947791,12.0,29.0,1.0,1.0732758620689655,2
49.0,No,Travel_Frequently,Sales,1.0,Master,Life Sciences,1,1214,Female,2,Manufacturing Director,Married,58100.0,1.0,Y,21.0,8.0,1,10.0,2.0,10.0,1.0,7.0,3.0,2.0,3.0,3,4,1584.0,5.977777777777778,7.452222222222222,6.713055555555557,17.083333333333332,13.0,0.052208835341365466,12.0,25.0,0.7951807228915663,0.8389830508474576,1
37.0,Yes,Travel_Rarely,Research & Development,2.0,Bachelor,Life Sciences,1,1215,Male,1,Sales Executive,Single,56470.0,6.0,Y,19.0,8.0,0,7.0,2.0,0.0,0.0,0.0,4.0,3.0,3.0,3,3,2088.0,7.4655555555555555,9.506111111111109,8.52111111111111,18.966666666666665,3.0,0.012048192771084338,12.0,15.0,1.0481927710843373,1.0609756097560976,0
33.0,No,Travel_Frequently,Research & Development,10.0,College,Medical,1,1216,Male,2,Research Scientist,Married,34200.0,1.0,Y,14.0,8.0,0,8.0,3.0,8.0,3.0,0.0,4.0,3.0,3.0,3,3,2232.0,8.663611111111111,10.275,9.4825,16.883333333333333,12.0,0.04819277108433735,12.0,24.0,1.120481927710843,1.1772151898734178,1
27.0,No,Travel_Rarely,Sales,5.0,Master,Medical,1,1217,Female,4,Manufacturing Director,Married,44000.0,9.0,Y,17.0,8.0,1,6.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2,3,1488.0,5.633333333333334,7.354444444444446,6.404722222222222,18.933333333333334,13.0,0.052208835341365466,12.0,25.0,0.7469879518072289,0.7881355932203391,2
32.0,No,Travel_Frequently,Research & Development,9.0,College,Medical,1,1218,Female,2,Research Scientist,Single,35000.0,0.0,Y,16.0,8.0,1,8.0,2.0,7.0,3.0,6.0,4.0,4.0,2.0,2,3,1680.0,6.245277777777778,8.136666666666667,7.276944444444443,18.15,15.0,0.060240963855421686,12.0,27.0,0.8433734939759037,0.8974358974358975,1
59.0,No,Travel_Rarely,Sales,2.0,College,Marketing,1,1219,Female,5,Sales Representative,Married,20660.0,4.0,Y,12.0,8.0,1,12.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,3,3,2328.0,9.1525,10.713055555555558,10.035,17.283333333333335,16.0,0.0642570281124498,12.0,28.0,1.1686746987951808,1.2489270386266094,0
30.0,No,Travel_Rarely,Research & Development,11.0,Master,Medical,1,1220,Male,2,Laboratory Technician,Divorced,171690.0,1.0,Y,17.0,8.0,2,1.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,3,3,1536.0,5.661388888888888,7.254166666666666,6.389166666666667,18.483333333333334,8.0,0.0321285140562249,12.0,20.0,0.7710843373493976,0.7966804979253111,1
38.0,No,Travel_Frequently,Sales,18.0,Master,Life Sciences,1,1221,Male,2,Healthcare Representative,Single,41620.0,0.0,Y,15.0,8.0,1,10.0,1.0,9.0,1.0,8.0,4.0,3.0,3.0,3,3,1920.0,7.1180555555555545,8.574722222222222,7.997222222222222,18.53333333333333,6.0,0.024096385542168683,12.0,18.0,0.9638554216867471,0.9876543209876544,1
36.0,No,Travel_Rarely,Research & Development,7.0,Bachelor,Life Sciences,1,1222,Male,1,Sales Executive,Married,92040.0,6.0,Y,23.0,8.0,1,17.0,2.0,7.0,7.0,7.0,3.0,3.0,2.0,3,4,1872.0,7.081944444444446,8.631944444444445,7.831944444444446,18.5,7.0,0.028112449799196783,12.0,19.0,0.9397590361445785,0.9669421487603306,3
35.0,No,Travel_Rarely,Human Resources,3.0,Master,Other,1,1223,Male,2,Manager,Married,32940.0,0.0,Y,11.0,8.0,0,6.0,2.0,5.0,0.0,3.0,1.0,2.0,3.0,3,3,1752.0,6.4930555555555545,8.349722222222223,7.498333333333332,18.383333333333333,13.0,0.052208835341365466,12.0,25.0,0.8795180722891566,0.9279661016949152,1
29.0,No,Travel_Rarely,Sales,29.0,Master,Life Sciences,1,1224,Male,2,Laboratory Technician,Single,21270.0,0.0,Y,11.0,8.0,1,10.0,3.0,9.0,0.0,8.0,4.0,3.0,3.0,2,3,2520.0,10.01,11.510555555555555,10.724444444444442,17.216666666666665,14.0,0.056224899598393566,12.0,26.0,1.2650602409638554,1.3404255319148937,1
31.0,No,Travel_Rarely,Research & Development,2.0,College,Medical,1,1225,Male,2,Laboratory Technician,Divorced,39750.0,1.0,Y,15.0,8.0,1,5.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,3,3,1416.0,5.594166666666666,7.196944444444443,6.3133333333333335,17.55,22.0,0.08835341365461848,12.0,34.0,0.7108433734939759,0.7797356828193832,1
34.0,No,Travel_Rarely,Research & Development,28.0,Bachelor,Technical Degree,1,1226,Male,1,Laboratory Technician,Divorced,107930.0,0.0,Y,11.0,8.0,3,3.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,2,3,1728.0,6.683888888888888,8.3025,7.613888888888888,17.616666666666667,21.0,0.08433734939759037,12.0,33.0,0.8674698795180723,0.9473684210526316,1
28.0,Yes,Travel_Rarely,Research & Development,1.0,Master,Life Sciences,1,1227,Male,5,Research Director,Single,100960.0,5.0,Y,13.0,8.0,0,6.0,2.0,4.0,0.0,3.0,3.0,3.0,3.0,3,3,2448.0,9.725,11.384166666666667,10.483055555555557,18.53333333333333,15.0,0.060240963855421686,12.0,27.0,1.2289156626506024,1.3076923076923077,0
29.0,No,Travel_Rarely,Research & Development,16.0,College,Life Sciences,1,1228,Female,4,Laboratory Technician,Divorced,36460.0,1.0,Y,14.0,8.0,0,10.0,3.0,10.0,8.0,8.0,2.0,1.0,3.0,4,3,1824.0,7.130555555555556,8.856111111111113,7.967222222222222,19.733333333333334,18.0,0.07228915662650602,12.0,30.0,0.9156626506024096,0.987012987012987,1
32.0,No,Travel_Rarely,Human Resources,22.0,Bachelor,Other,1,1229,Female,2,Research Director,Divorced,74460.0,0.0,Y,19.0,8.0,0,7.0,3.0,6.0,0.0,5.0,1.0,2.0,2.0,3,3,2496.0,9.917777777777776,11.507777777777774,10.695833333333333,18.95,15.0,0.060240963855421686,12.0,27.0,1.2530120481927711,1.3333333333333333,1
22.0,No,Non-Travel,Research & Development,8.0,Bachelor,Life Sciences,1,1230,Female,3,Sales Executive,Divorced,108510.0,1.0,Y,16.0,8.0,1,1.0,2.0,1.0,0.0,0.0,4.0,4.0,2.0,4,3,2328.0,9.338611111111113,10.872222222222224,10.002777777777778,17.4,14.0,0.056224899598393566,12.0,26.0,1.1686746987951808,1.2382978723404254,1
